Num,Sat,ValX,ValY,,
101,6,125,3001,,
101,6,167,4001,,
101,6,209,5004,,
101,6,255,6122,,
104,6,0,-136.6,,
104,6,28,-150.7,,
104,6,56,-160.1,,
104,6,84,-168.1,,
104,6,113,174.8,,
104,6,140,-180.9,,
104,6,169,-186.6,,
104,6,197,-191.8,,
104,6,226,-196.7,,
104,6,255,-201.4,,
105,6,0,0,,
105,6,255,15.3,,
106,6,0,-19.47,,
106,6,240,-0.28,,
106,6,255,0.92,,
107,6,0,0,,
107,6,200,9.33,,
107,6,210,9.79,,
107,6,214,9.97,,
107,6,254,11.83,,
107,6,255,28,,
109,6,0,0,,
109,6,175,7,,
109,6,249,9.96,,
112,6,0,0,,
112,6,255,5.1,,
113,6,56,91,,
113,6,84,73.1,,
113,6,113,59.91,,
113,6,140,48.32,,
113,6,169,36.61,,
113,6,197,24.23,,
113,6,226,8.06,,
113,6,255,-37.49,,
113,6,0,0,,
113,6,0,0,,
114,6,0,8.1,,
114,6,28,9.46,,
114,6,56,10.81,,
114,6,84,12.19,,
114,6,113,13.51,,
114,6,140,14.84,,
114,6,169,16.2,,
114,6,197,17.52,,
114,6,226,18.84,,
114,6,255,20.22,,
115,6,0,15.91,,
115,6,28,17.23,,
115,6,56,18.55,,
115,6,84,19.92,,
115,6,113,21.26,,
115,6,140,22.6,,
115,6,169,24.01,,
115,6,197,25.39,,
115,6,226,26.78,,
115,6,255,28.25,,
116,6,0,23.77,,
116,6,28,25.06,,
116,6,56,26.36,,
116,6,84,27.73,,
116,6,113,29.07,,
116,6,140,30.44,,
116,6,169,31.88,,
116,6,197,33.3,,
116,6,226,34.75,,
116,6,255,36.29,,
117,6,0,-76.94,,
117,6,28,-43.36,,
117,6,56,-31.58,,
117,6,84,-22.59,,
117,6,113,-14.92,,
117,6,140,-7.36,,
117,6,169,1.12,,
117,6,197,10.97,,
117,6,226,24.86,,
117,6,255,56.09,,
118,6,1,-66.48,,
118,6,28,-10.89,,
118,6,56,2.54,,
118,6,84,11.76,,
118,6,113,18.89,,
118,6,140,25.17,,
118,6,169,31.22,,
118,6,197,36.87,,
118,6,226,42.52,,
118,6,255,48.55,,
119,6,1,-68.72,,
119,6,28,-13.55,,
119,6,56,-0.47,,
119,6,84,8.46,,
119,6,113,15.37,,
119,6,140,21.46,,
119,6,169,27.31,,
119,6,197,32.78,,
119,6,226,38.26,,
119,6,255,44.11,,
120,6,1,-68.61,,
120,6,28,-13.46,,
120,6,56,-0.24,,
120,6,84,8.8,,
120,6,113,15.78,,
120,6,140,21.93,,
120,6,169,27.83,,
120,6,197,33.34,,
120,6,226,38.84,,
120,6,255,44.71,,
121,6,1,-67.56,,
121,6,28,-13.46,,
121,6,56,-0.18,,
121,6,84,8.91,,
121,6,113,15.94,,
121,6,140,22.11,,
121,6,169,28.02,,
121,6,197,33.53,,
121,6,226,39.02,,
121,6,255,44.85,,
122,6,1,-68.27,,
122,6,28,-13.29,,
122,6,56,-0.04,,
122,6,84,9.02,,
122,6,113,16.01,,
122,6,140,22.16,,
122,6,169,28.06,,
122,6,197,33.57,,
122,6,226,39.06,,
122,6,255,44.91,,
123,6,1,-65.99,,
123,6,28,-13.5,,
123,6,56,-0.06,,
123,6,84,9.15,,
123,6,113,16.22,,
123,6,140,22.39,,
123,6,169,28.27,,
123,6,197,33.69,,
123,6,226,39.05,,
123,6,255,44.68,,
124,6,0,-173.3,,
124,6,28,-168.8,,
124,6,56,-163.9,,
124,6,84,-158.3,,
124,6,113,-152.2,,
124,6,140,-145.4,,
124,6,169,-137.3,,
124,6,197,-127.9,,
124,6,226,-115.7,,
124,6,255,-89.4,,
125,6,1,-54.75,,
125,6,28,-0.82,,
125,6,57,15.5,,
125,6,85,26.62,,
125,6,113,36.14,,
125,6,142,45.43,,
125,6,170,54.53,,
125,6,198,64.41,,
125,6,227,76.44,,
125,6,255,91.73,,
126,6,0,20.66,,
126,6,28,22.13,,
126,6,56,23.63,,
126,6,84,25.21,,
126,6,113,26.77,,
126,6,140,28.38,,
126,6,169,30.09,,
126,6,197,31.79,,
126,6,226,33.55,,
126,6,255,35.45,,
127,6,0,11.1,,
127,6,28,12.65,,
127,6,56,14.18,,
127,6,84,15.76,,
127,6,113,17.29,,
127,6,140,18.82,,
127,6,169,20.42,,
127,6,197,21.98,,
127,6,226,23.58,,
127,6,255,25.26,,
128,6,0,0.65,,
128,6,28,2.49,,
128,6,56,4.24,,
128,6,84,5.98,,
128,6,113,7.59,,
128,6,140,9.15,,
128,6,169,10.74,,
128,6,197,12.24,,
128,6,226,13.73,,
128,6,255,15.25,,
131,6,0,0,,
131,6,250,13.51,,
131,6,255,13.78,,
132,6,35,75,,
132,6,50,275,,
132,6,100,860,,
132,6,125,1120,,
132,6,150,1400,,
132,6,200,1950,,
132,6,250,2500,,
132,6,255,2550,,
133,6,0,0,,
133,6,248,6.553,,
133,6,255,6.737,,
134,6,0,61.67,,
134,6,28,63.39,,
134,6,56,65.12,,
134,6,84,66.92,,
134,6,113,68.66,,
134,6,140,70.42,,
134,6,169,72.25,,
134,6,197,74.04,,
134,6,226,75.86,,
134,6,255,77.77,,
135,6,0,71.94,,
135,6,28,73.61,,
135,6,56,75.31,,
135,6,84,77.09,,
135,6,113,78.83,,
135,6,140,80.61,,
135,6,169,82.5,,
135,6,197,84.36,,
135,6,226,86.27,,
135,6,255,88.32,,
136,6,0,51.48,,
136,6,28,53.24,,
136,6,56,54.99,,
136,6,84,56.79,,
136,6,113,58.52,,
136,6,140,60.25,,
136,6,169,62.04,,
136,6,197,63.77,,
136,6,226,65.51,,
136,6,255,67.31,,
144,6,0,0,,
144,6,255,5.1,,
145,6,0,0,,
145,6,15,0,,
145,6,255,2.64,,
150,6,0,0,,
150,6,255,99.99,,
160,6,0,0,,
160,6,50,1,,
160,6,120,2.4,,
160,6,175,3.5,,
160,6,230,4.6,,
193,6,88,150,,
193,6,96,120,,
193,6,101,100,,
193,6,113,50,,
193,6,120,20,,
193,6,124,0,,
193,6,128,-20,,
193,6,134,-50,,
193,6,143,-100,,
193,6,151,-150,,
195,6,0,0,,
195,6,90,1914,,
195,6,255,5423,,
196,6,0,0,,
196,6,112,2070,,
196,6,255,4712,,
197,6,32,60,,
197,6,58,45,,
197,6,80,35,,
197,6,107,25,,
197,6,130,15,,
197,6,157,5,,
197,6,195,-10,,
197,6,203,-15,,
197,6,220,-25,,
197,6,233,-40,,
199,6,96,150,,
199,6,103,120,,
199,6,107,100,,
199,6,118,50,,
199,6,124,20,,
199,6,128,0,,
199,6,132,-20,,
199,6,138,-50,,
199,6,147,-100,,
199,6,157,-150,,
200,6,210,-120,,
200,6,214,-118,,
200,6,218,-115,,
200,6,221,-113,,
200,6,224,-110,,
200,6,227,-108,,
200,6,233,-100,,
200,6,237,-90,,
200,6,243,-70,,
200,6,246,-50,,
194,6,208,-120,,
194,6,211,-118,,
194,6,215,-115,,
194,6,217,-113,,
194,6,220,-110,,
194,6,222,-108,,
194,6,229,-100,,
194,6,234,-90,,
194,6,240,-70,,
194,6,243,-50,,
